year,month,date,site,transect,QUAD,SIDE,SP_CODE,SIZE,COUNT,AREA,VIS,OBS_CODE,SURVEY_TIMING,NOTES,TAXON_GENUS,TAXON_SPECIES,GROUP,SURVEY,TAXON_KINGDOM,TAXON_PHYLUM,TAXON_CLASS,TAXON_ORDER,TAXON_FAMILY,TAXON_FORMER_GENUS,TAXON_FORMER_SPECIES,COMMON_NAME,Substrate_type,Mobility,Growth_morph
2013,8,8/6/2013,MOHK,1,-99999,-99999,EJAC,25,1,80,2.3,36,S,-99999,Embiotoca,jacksoni,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Black Surfperch,HARD,MOBILE,SOLITARY
2013,9,9/30/2013,MOHK,1,-99999,-99999,EJAC,12,1,80,5.4,36,S,-99999,Embiotoca,jacksoni,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Black Surfperch,HARD,MOBILE,SOLITARY
2013,9,9/30/2013,MOHK,1,-99999,-99999,EJAC,15,1,80,5.4,36,S,-99999,Embiotoca,jacksoni,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Black Surfperch,HARD,MOBILE,SOLITARY
2013,9,9/30/2013,MOHK,1,-99999,-99999,EJAC,16,1,80,5.4,36,S,-99999,Embiotoca,jacksoni,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Black Surfperch,HARD,MOBILE,SOLITARY
2013,9,9/30/2013,MOHK,1,-99999,-99999,EJAC,17,1,80,5.4,36,S,-99999,Embiotoca,jacksoni,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Black Surfperch,HARD,MOBILE,SOLITARY
2013,9,9/30/2013,MOHK,1,-99999,-99999,EJAC,18,1,80,5.4,36,S,-99999,Embiotoca,jacksoni,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Black Surfperch,HARD,MOBILE,SOLITARY
2013,9,9/30/2013,MOHK,1,-99999,-99999,EJAC,20,6,80,5.4,36,S,-99999,Embiotoca,jacksoni,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Black Surfperch,HARD,MOBILE,SOLITARY
2013,9,9/30/2013,MOHK,1,-99999,-99999,EJAC,22,1,80,5.4,36,S,-99999,Embiotoca,jacksoni,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Black Surfperch,HARD,MOBILE,SOLITARY
2013,9,9/30/2013,MOHK,1,-99999,-99999,EJAC,24,1,80,5.4,36,S,-99999,Embiotoca,jacksoni,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Black Surfperch,HARD,MOBILE,SOLITARY
2013,11,11/5/2013,MOHK,1,-99999,-99999,EJAC,16,1,80,3.5,36,S,-99999,Embiotoca,jacksoni,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Black Surfperch,HARD,MOBILE,SOLITARY
2013,11,11/5/2013,MOHK,1,-99999,-99999,EJAC,20,1,80,3.5,36,S,-99999,Embiotoca,jacksoni,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Black Surfperch,HARD,MOBILE,SOLITARY
2013,12,12/3/2013,MOHK,1,-99999,-99999,EJAC,15,1,80,2.3,36,S,-99999,Embiotoca,jacksoni,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Black Surfperch,HARD,MOBILE,SOLITARY
2013,12,12/3/2013,MOHK,1,-99999,-99999,EJAC,17,1,80,2.3,36,S,-99999,Embiotoca,jacksoni,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Black Surfperch,HARD,MOBILE,SOLITARY
2013,12,12/3/2013,MOHK,1,-99999,-99999,EJAC,20,1,80,2.3,36,S,-99999,Embiotoca,jacksoni,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Black Surfperch,HARD,MOBILE,SOLITARY
2013,9,9/30/2013,MOHK,1,-99999,-99999,ELAT,12,1,80,5.4,36,S,-99999,Embiotoca,lateralis,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Striped Surfperch,HARD,MOBILE,SOLITARY
2013,9,9/30/2013,MOHK,1,-99999,-99999,ELAT,14,1,80,5.4,36,S,-99999,Embiotoca,lateralis,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Striped Surfperch,HARD,MOBILE,SOLITARY
2013,2,2/11/2013,MOHK,1,-99999,-99999,GNIG,38,1,80,2.6,36,S,-99999,Girella,nigricans,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Kyphosidae,-99999,-99999,Opaleye,HARD,MOBILE,SOLITARY
2013,2,2/11/2013,MOHK,1,-99999,-99999,GNIG,40,1,80,2.6,36,S,-99999,Girella,nigricans,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Kyphosidae,-99999,-99999,Opaleye,HARD,MOBILE,SOLITARY
2013,7,7/1/2013,MOHK,1,-99999,-99999,GNIG,42,18,80,2.5,36,S,Many more fish 2nd dive; tide came in temp dropped from 19 to 16 degrees. Very surgey,Girella,nigricans,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Kyphosidae,-99999,-99999,Opaleye,HARD,MOBILE,SOLITARY
2013,9,9/30/2013,MOHK,1,-99999,-99999,GNIG,28,1,80,5.4,36,S,-99999,Girella,nigricans,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Kyphosidae,-99999,-99999,Opaleye,HARD,MOBILE,SOLITARY
2013,9,9/30/2013,MOHK,1,-99999,-99999,GNIG,30,1,80,5.4,36,S,-99999,Girella,nigricans,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Kyphosidae,-99999,-99999,Opaleye,HARD,MOBILE,SOLITARY
2013,9,9/30/2013,MOHK,1,-99999,-99999,GNIG,35,1,80,5.4,36,S,-99999,Girella,nigricans,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Kyphosidae,-99999,-99999,Opaleye,HARD,MOBILE,SOLITARY
2013,4,4/4/2013,MOHK,1,-99999,-99999,HCAR,15,1,80,4.5,36,S,-99999,Hypsurus,caryi,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Rainbow Surfperch,HARD,MOBILE,SOLITARY
2013,4,4/4/2013,MOHK,1,-99999,-99999,HCAR,17,1,80,4.5,36,S,-99999,Hypsurus,caryi,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Rainbow Surfperch,HARD,MOBILE,SOLITARY
2013,6,6/4/2013,MOHK,1,-99999,-99999,HCAR,17,1,80,2.5,36,S,-99999,Hypsurus,caryi,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Rainbow Surfperch,HARD,MOBILE,SOLITARY
2013,9,9/30/2013,MOHK,1,-99999,-99999,HCAR,14,1,80,5.4,36,S,-99999,Hypsurus,caryi,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Rainbow Surfperch,HARD,MOBILE,SOLITARY
2013,9,9/30/2013,MOHK,1,-99999,-99999,HCAR,15,1,80,5.4,36,S,-99999,Hypsurus,caryi,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Rainbow Surfperch,HARD,MOBILE,SOLITARY
2013,1,1/3/2013,MOHK,1,-99999,-99999,HDEC,22,1,80,3.8,36,S,-99999,Hexagrammos,decagrammus,FISH,FISH,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Hexagrammidae,-99999,-99999,Kelp Greenling,HARD,MOBILE,SOLITARY
2013,1,1/3/2013,MOHK,1,-99999,-99999,HDEC,27,1,80,3.8,36,S,-99999,Hexagrammos,decagrammus,FISH,FISH,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Hexagrammidae,-99999,-99999,Kelp Greenling,HARD,MOBILE,SOLITARY
2013,1,1/3/2013,MOHK,1,-99999,-99999,HRUB,35,1,80,3.8,36,S,-99999,Hypsypops,rubicundus,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,-99999,-99999,Garibaldi,HARD,MOBILE,SOLITARY
2013,2,2/11/2013,MOHK,1,-99999,-99999,HRUB,30,1,80,2.6,36,S,-99999,Hypsypops,rubicundus,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,-99999,-99999,Garibaldi,HARD,MOBILE,SOLITARY
2013,2,2/11/2013,MOHK,1,-99999,-99999,HRUB,35,1,80,2.6,36,S,-99999,Hypsypops,rubicundus,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,-99999,-99999,Garibaldi,HARD,MOBILE,SOLITARY
2013,4,4/4/2013,MOHK,1,-99999,-99999,HRUB,30,1,80,4.5,36,S,-99999,Hypsypops,rubicundus,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,-99999,-99999,Garibaldi,HARD,MOBILE,SOLITARY
2013,7,7/1/2013,MOHK,1,-99999,-99999,HRUB,30,1,80,2.5,36,S,Many more fish 2nd dive; tide came in temp dropped from 19 to 16 degrees. Very surgey,Hypsypops,rubicundus,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,-99999,-99999,Garibaldi,HARD,MOBILE,SOLITARY
2013,7,7/23/2013,MOHK,1,-99999,-99999,HRUB,28,1,80,4.5,31,A,-99999,Hypsypops,rubicundus,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,-99999,-99999,Garibaldi,HARD,MOBILE,SOLITARY
2013,7,7/23/2013,MOHK,1,-99999,-99999,HRUB,34,1,80,4.5,31,A,-99999,Hypsypops,rubicundus,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,-99999,-99999,Garibaldi,HARD,MOBILE,SOLITARY
2013,8,8/6/2013,MOHK,1,-99999,-99999,HRUB,28,1,80,2.3,36,S,-99999,Hypsypops,rubicundus,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,-99999,-99999,Garibaldi,HARD,MOBILE,SOLITARY
2013,8,8/6/2013,MOHK,1,-99999,-99999,HRUB,30,1,80,2.3,36,S,-99999,Hypsypops,rubicundus,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,-99999,-99999,Garibaldi,HARD,MOBILE,SOLITARY
2013,9,9/30/2013,MOHK,1,-99999,-99999,HRUB,30,1,80,5.4,36,S,-99999,Hypsypops,rubicundus,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,-99999,-99999,Garibaldi,HARD,MOBILE,SOLITARY
2013,11,11/5/2013,MOHK,1,-99999,-99999,HRUB,28,1,80,3.5,36,S,-99999,Hypsypops,rubicundus,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,-99999,-99999,Garibaldi,HARD,MOBILE,SOLITARY
2013,11,11/5/2013,MOHK,1,-99999,-99999,HRUB,30,1,80,3.5,36,S,-99999,Hypsypops,rubicundus,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,-99999,-99999,Garibaldi,HARD,MOBILE,SOLITARY
2013,2,2/11/2013,MOHK,1,-99999,-99999,MCAL,27,1,80,2.6,36,S,-99999,Medialuna,californiensis,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Kyphosidae,-99999,-99999,Halfmoon,HARD,MOBILE,SOLITARY
2013,1,1/3/2013,MOHK,1,-99999,-99999,OCAL,17,8,80,3.8,36,S,-99999,Oxyjulis,californica,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,-99999,-99999,Senorita,HARD,MOBILE,SOLITARY
2013,9,9/30/2013,MOHK,1,-99999,-99999,OCAL,10,1,80,5.4,36,S,-99999,Oxyjulis,californica,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,-99999,-99999,Senorita,HARD,MOBILE,SOLITARY
2013,9,9/30/2013,MOHK,1,-99999,-99999,OCAL,12,1,80,5.4,36,S,-99999,Oxyjulis,californica,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,-99999,-99999,Senorita,HARD,MOBILE,SOLITARY
2013,9,9/30/2013,MOHK,1,-99999,-99999,OCAL,15,12,80,5.4,36,S,-99999,Oxyjulis,californica,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,-99999,-99999,Senorita,HARD,MOBILE,SOLITARY
2013,9,9/30/2013,MOHK,1,-99999,-99999,OCAL,17,1,80,5.4,36,S,-99999,Oxyjulis,californica,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,-99999,-99999,Senorita,HARD,MOBILE,SOLITARY
2013,9,9/30/2013,MOHK,1,-99999,-99999,OCAL,18,1,80,5.4,36,S,-99999,Oxyjulis,californica,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,-99999,-99999,Senorita,HARD,MOBILE,SOLITARY
2013,11,11/5/2013,MOHK,1,-99999,-99999,OCAL,14,1,80,3.5,36,S,-99999,Oxyjulis,californica,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,-99999,-99999,Senorita,HARD,MOBILE,SOLITARY
2013,11,11/5/2013,MOHK,1,-99999,-99999,OCAL,15,1,80,3.5,36,S,-99999,Oxyjulis,californica,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,-99999,-99999,Senorita,HARD,MOBILE,SOLITARY
2013,11,11/5/2013,MOHK,1,-99999,-99999,OCAL,17,1,80,3.5,36,S,-99999,Oxyjulis,californica,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,-99999,-99999,Senorita,HARD,MOBILE,SOLITARY
2013,12,12/3/2013,MOHK,1,-99999,-99999,OCAL,17,5,80,2.3,36,S,-99999,Oxyjulis,californica,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,-99999,-99999,Senorita,HARD,MOBILE,SOLITARY
2013,2,2/11/2013,MOHK,1,-99999,-99999,OELO,35,1,80,2.6,36,S,-99999,Ophiodon,elongatus,FISH,FISH,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Hexagrammidae,-99999,-99999,Lingcod,HARD,MOBILE,SOLITARY
2013,7,7/22/2013,MOHK,1,20,I,OPIC,6,1,20,-99999,71,A,-99999,Oxylebius,pictus,FISH,CRYPTIC FISH,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Hexagrammidae,-99999,-99999,Painted Greenling,HARD,MOBILE,SOLITARY
2013,7,7/22/2013,MOHK,1,20,I,OPIC,12,1,20,-99999,71,A,-99999,Oxylebius,pictus,FISH,CRYPTIC FISH,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Hexagrammidae,-99999,-99999,Painted Greenling,HARD,MOBILE,SOLITARY
2013,7,7/22/2013,MOHK,1,20,I,OPIC,16,1,20,-99999,71,A,-99999,Oxylebius,pictus,FISH,CRYPTIC FISH,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Hexagrammidae,-99999,-99999,Painted Greenling,HARD,MOBILE,SOLITARY
2013,7,7/22/2013,MOHK,1,20,O,OPIC,5,1,20,-99999,71,A,-99999,Oxylebius,pictus,FISH,CRYPTIC FISH,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Hexagrammidae,-99999,-99999,Painted Greenling,HARD,MOBILE,SOLITARY
2013,7,7/22/2013,MOHK,1,20,O,OPIC,6,1,20,-99999,71,A,-99999,Oxylebius,pictus,FISH,CRYPTIC FISH,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Hexagrammidae,-99999,-99999,Painted Greenling,HARD,MOBILE,SOLITARY
2013,7,7/22/2013,MOHK,1,20,O,OPIC,8,1,20,-99999,71,A,-99999,Oxylebius,pictus,FISH,CRYPTIC FISH,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Hexagrammidae,-99999,-99999,Painted Greenling,HARD,MOBILE,SOLITARY
2013,7,7/22/2013,MOHK,1,20,O,OPIC,12,1,20,-99999,71,A,-99999,Oxylebius,pictus,FISH,CRYPTIC FISH,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Hexagrammidae,-99999,-99999,Painted Greenling,HARD,MOBILE,SOLITARY
2013,7,7/22/2013,MOHK,1,20,O,OPIC,14,1,20,-99999,71,A,-99999,Oxylebius,pictus,FISH,CRYPTIC FISH,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Hexagrammidae,-99999,-99999,Painted Greenling,HARD,MOBILE,SOLITARY
2013,7,7/22/2013,MOHK,1,20,O,OPIC,16,1,20,-99999,71,A,-99999,Oxylebius,pictus,FISH,CRYPTIC FISH,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Hexagrammidae,-99999,-99999,Painted Greenling,HARD,MOBILE,SOLITARY
2013,7,7/22/2013,MOHK,1,40,I,OPIC,11,1,20,-99999,71,A,-99999,Oxylebius,pictus,FISH,CRYPTIC FISH,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Hexagrammidae,-99999,-99999,Painted Greenling,HARD,MOBILE,SOLITARY
2013,7,7/22/2013,MOHK,1,40,O,OPIC,6,1,20,-99999,71,A,-99999,Oxylebius,pictus,FISH,CRYPTIC FISH,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Hexagrammidae,-99999,-99999,Painted Greenling,HARD,MOBILE,SOLITARY
2013,7,7/22/2013,MOHK,1,40,O,OPIC,7,1,20,-99999,71,A,-99999,Oxylebius,pictus,FISH,CRYPTIC FISH,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Hexagrammidae,-99999,-99999,Painted Greenling,HARD,MOBILE,SOLITARY
2013,7,7/22/2013,MOHK,1,40,O,OPIC,8,1,20,-99999,71,A,-99999,Oxylebius,pictus,FISH,CRYPTIC FISH,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Hexagrammidae,-99999,-99999,Painted Greenling,HARD,MOBILE,SOLITARY
2013,7,7/22/2013,MOHK,1,40,O,OPIC,12,1,20,-99999,71,A,-99999,Oxylebius,pictus,FISH,CRYPTIC FISH,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Hexagrammidae,-99999,-99999,Painted Greenling,HARD,MOBILE,SOLITARY
2013,7,7/22/2013,MOHK,1,40,O,OPIC,13,1,20,-99999,71,A,-99999,Oxylebius,pictus,FISH,CRYPTIC FISH,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Hexagrammidae,-99999,-99999,Painted Greenling,HARD,MOBILE,SOLITARY
2013,2,2/11/2013,MOHK,1,-99999,-99999,PCLA,25,1,80,2.6,36,S,-99999,Paralabrax,clathratus,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,-99999,-99999,Kelp Bass,HARD,MOBILE,SOLITARY
2013,9,9/30/2013,MOHK,1,-99999,-99999,PCLA,32,1,80,5.4,36,S,-99999,Paralabrax,clathratus,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,-99999,-99999,Kelp Bass,HARD,MOBILE,SOLITARY
2013,1,1/3/2013,MOHK,1,-99999,-99999,RTOX,30,1,80,3.8,36,S,-99999,Rhacochilus,toxotes,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Rubberlip Surfperch,HARD,MOBILE,SOLITARY
2013,1,1/3/2013,MOHK,1,-99999,-99999,RTOX,32,1,80,3.8,36,S,-99999,Rhacochilus,toxotes,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Rubberlip Surfperch,HARD,MOBILE,SOLITARY
2013,1,1/3/2013,MOHK,1,-99999,-99999,RTOX,35,1,80,3.8,36,S,-99999,Rhacochilus,toxotes,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Rubberlip Surfperch,HARD,MOBILE,SOLITARY
2013,9,9/30/2013,MOHK,1,-99999,-99999,RTOX,28,1,80,5.4,36,S,-99999,Rhacochilus,toxotes,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Rubberlip Surfperch,HARD,MOBILE,SOLITARY
2013,9,9/30/2013,MOHK,1,-99999,-99999,RTOX,30,1,80,5.4,36,S,-99999,Rhacochilus,toxotes,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Rubberlip Surfperch,HARD,MOBILE,SOLITARY
2013,9,9/30/2013,MOHK,1,-99999,-99999,RTOX,32,1,80,5.4,36,S,-99999,Rhacochilus,toxotes,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Rubberlip Surfperch,HARD,MOBILE,SOLITARY
2013,1,1/3/2013,MOHK,1,-99999,-99999,SATR,18,1,80,3.8,36,S,-99999,Sebastes,atrovirens,FISH,FISH,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,-99999,-99999,Kelp Rockfish,HARD,MOBILE,SOLITARY
2013,1,1/3/2013,MOHK,1,-99999,-99999,SATR,20,3,80,3.8,36,S,-99999,Sebastes,atrovirens,FISH,FISH,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,-99999,-99999,Kelp Rockfish,HARD,MOBILE,SOLITARY
2013,1,1/3/2013,MOHK,1,-99999,-99999,SATR,22,2,80,3.8,36,S,-99999,Sebastes,atrovirens,FISH,FISH,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,-99999,-99999,Kelp Rockfish,HARD,MOBILE,SOLITARY
2013,1,1/3/2013,MOHK,1,-99999,-99999,SATR,24,1,80,3.8,36,S,-99999,Sebastes,atrovirens,FISH,FISH,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,-99999,-99999,Kelp Rockfish,HARD,MOBILE,SOLITARY
2013,2,2/11/2013,MOHK,1,-99999,-99999,SATR,20,1,80,2.6,36,S,-99999,Sebastes,atrovirens,FISH,FISH,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,-99999,-99999,Kelp Rockfish,HARD,MOBILE,SOLITARY
2013,2,2/11/2013,MOHK,1,-99999,-99999,SATR,22,1,80,2.6,36,S,-99999,Sebastes,atrovirens,FISH,FISH,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,-99999,-99999,Kelp Rockfish,HARD,MOBILE,SOLITARY
2013,2,2/11/2013,MOHK,1,-99999,-99999,SATR,26,1,80,2.6,36,S,-99999,Sebastes,atrovirens,FISH,FISH,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,-99999,-99999,Kelp Rockfish,HARD,MOBILE,SOLITARY
2013,3,3/5/2013,MOHK,1,-99999,-99999,SATR,22,1,80,1.3,36,S,-99999,Sebastes,atrovirens,FISH,FISH,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,-99999,-99999,Kelp Rockfish,HARD,MOBILE,SOLITARY
2013,4,4/4/2013,MOHK,1,-99999,-99999,SATR,25,1,80,4.5,36,S,-99999,Sebastes,atrovirens,FISH,FISH,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,-99999,-99999,Kelp Rockfish,HARD,MOBILE,SOLITARY
2013,4,4/4/2013,MOHK,1,-99999,-99999,SATR,27,1,80,4.5,36,S,-99999,Sebastes,atrovirens,FISH,FISH,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,-99999,-99999,Kelp Rockfish,HARD,MOBILE,SOLITARY
2013,4,4/4/2013,MOHK,1,-99999,-99999,SATR,28,1,80,4.5,36,S,-99999,Sebastes,atrovirens,FISH,FISH,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,-99999,-99999,Kelp Rockfish,HARD,MOBILE,SOLITARY
2013,4,4/4/2013,MOHK,1,-99999,-99999,SATR,30,1,80,4.5,36,S,-99999,Sebastes,atrovirens,FISH,FISH,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,-99999,-99999,Kelp Rockfish,HARD,MOBILE,SOLITARY
2013,6,6/4/2013,MOHK,1,-99999,-99999,SATR,25,1,80,2.5,36,S,-99999,Sebastes,atrovirens,FISH,FISH,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,-99999,-99999,Kelp Rockfish,HARD,MOBILE,SOLITARY
2013,6,6/4/2013,MOHK,1,-99999,-99999,SATR,27,1,80,2.5,36,S,-99999,Sebastes,atrovirens,FISH,FISH,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,-99999,-99999,Kelp Rockfish,HARD,MOBILE,SOLITARY
2013,9,9/30/2013,MOHK,1,-99999,-99999,SATR,20,1,80,5.4,36,S,-99999,Sebastes,atrovirens,FISH,FISH,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,-99999,-99999,Kelp Rockfish,HARD,MOBILE,SOLITARY
2013,9,9/30/2013,MOHK,1,-99999,-99999,SATR,24,1,80,5.4,36,S,-99999,Sebastes,atrovirens,FISH,FISH,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,-99999,-99999,Kelp Rockfish,HARD,MOBILE,SOLITARY
2013,11,11/5/2013,MOHK,1,-99999,-99999,SATR,24,1,80,3.5,36,S,-99999,Sebastes,atrovirens,FISH,FISH,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,-99999,-99999,Kelp Rockfish,HARD,MOBILE,SOLITARY
2013,6,6/4/2013,MOHK,1,-99999,-99999,SAUR,8,1,80,2.5,36,S,-99999,Sebastes,auriculatus,FISH,FISH,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,-99999,-99999,Brown Rockfish,HARD,MOBILE,SOLITARY
2013,6,6/4/2013,MOHK,1,-99999,-99999,SAUR,22,1,80,2.5,36,S,-99999,Sebastes,auriculatus,FISH,FISH,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,-99999,-99999,Brown Rockfish,HARD,MOBILE,SOLITARY
2013,8,8/6/2013,MOHK,1,-99999,-99999,SAUR,15,1,80,2.3,36,S,-99999,Sebastes,auriculatus,FISH,FISH,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,-99999,-99999,Brown Rockfish,HARD,MOBILE,SOLITARY
2013,1,1/3/2013,MOHK,1,-99999,-99999,SCAR,19,1,80,3.8,36,S,-99999,Sebastes,carnatus,FISH,FISH,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,-99999,-99999,Gopher Rockfish,HARD,MOBILE,SOLITARY
2013,2,2/11/2013,MOHK,1,-99999,-99999,SCAR,20,1,80,2.6,36,S,-99999,Sebastes,carnatus,FISH,FISH,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,-99999,-99999,Gopher Rockfish,HARD,MOBILE,SOLITARY
2013,6,6/4/2013,MOHK,1,-99999,-99999,SCAR,25,1,80,2.5,36,S,-99999,Sebastes,carnatus,FISH,FISH,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,-99999,-99999,Gopher Rockfish,HARD,MOBILE,SOLITARY
